,hart
20211,-631
20212,-680
20213,-704
20214,-789
20215,-770
20216,-864
20217,-864
20218,-691
20219,-545
20220,-562
20221,-472
20222,-226
20223,-240
20224,-93
20225,77
20226,-94
20227,93
20228,104
20229,63
20230,170
20231,66
20232,-5
20233,143
20234,299
20235,246
20236,206
20237,288
20238,272
20239,186
20240,218
20241,121
20242,44
20243,30
20244,67
20245,-102
20246,-178
20247,-74
20248,-97
20249,-115
20250,-61
20251,-148
20252,-96
20253,-1
20254,11
20255,185
20256,335
20257,364
20258,394
20259,407
20260,426
20261,357
20262,345
20263,297
20264,216
20265,224
20266,129
20267,211
20268,202
20269,42
20270,116
20271,-40
20272,-231
20273,-18
20274,-149
20275,-396
20276,-399
20277,-487
20278,-498
20279,-574
20280,-660
20281,-663
20282,-637
20283,-704
20284,-840
20285,-882
20286,-1022
20287,-1080
20288,-1068
20289,-980
20290,-1007
20291,-956
20292,-792
20293,-782
20294,-729
20295,-766
20296,-754
20297,-597
20298,-585
20299,-571
20300,-511
20301,-599
20302,-601
20303,-545
20304,-465
20305,-429
20306,-410
20307,-359
20308,-274
20309,-228
20310,-170
20311,-196
20312,-120
20313,-23
20314,-48
20315,-81
20316,-96
20317,-3
20318,-33
20319,-164
20320,-153
20321,-147
20322,-134
20323,-248
20324,-260
20325,-216
20326,-480
20327,-511
20328,-329
20329,-521
20330,-600
20331,-440
20332,-652
20333,-750
20334,-699
20335,-768
20336,-860
20337,-808
20338,-746
20339,-862
20340,-940
20341,-911
20342,-973
20343,-960
20344,-710
20345,-672
20346,-696
20347,-302
20348,-154
20349,-273
20350,54
20351,155
20352,-35
20353,180
20354,304
20355,143
20356,280
20357,317
20358,189
20359,152
20360,242
20361,237
20362,37
20363,230
20364,113
20365,-134
20366,-77
20367,-229
20368,-273
20369,-395
20370,-456
20371,-356
20372,-589
20373,-477
20374,-355
20375,-448
20376,-475
20377,-551
20378,-482
20379,-499
20380,-466
20381,-607
20382,-325
20383,-93
20384,-298
20385,-243
20386,23
20387,12
20388,51
20389,173
20390,19
20391,118
20392,183
20393,264
20394,505
20395,238
20396,182
20397,271
20398,321
20399,101
20400,98
20401,143
20402,86
20403,127
20404,94
20405,250
20406,264
20407,373
20408,246
20409,367
20410,670
20411,427
20412,487
20413,828
20414,630
20415,813
20416,656
20417,620
20418,962
20419,773
20420,663
20421,682
20422,723
20423,789
20424,755
20425,836
20426,655
20427,841
20428,965
20429,894
20430,1011
20431,922
20432,816
20433,981
20434,1018
20435,757
20436,939
20437,798
20438,609
20439,934
20440,885
20441,976
20442,1026
20443,846
20444,1129
20445,907
20446,815
20447,882
20448,592
20449,622
20450,453
20451,255
20452,330
20453,201
20454,125
20455,169
20456,63
20457,219
20458,157
20459,-276
20460,130
20461,-39
20462,-337
20463,13
20464,-183
20465,-81
20466,-189
20467,-243
20468,-195
20469,-134
20470,-122
20471,-239
20472,20
20473,234
20474,-125
20475,-302
20476,-70
20477,-201
20478,-191
20479,-365
20480,-542
20481,-466
20482,-601
20483,-864
20484,-760
20485,-745
20486,-798
20487,-707
20488,-799
20489,-699
20490,-556
20491,-556
20492,-557
20493,-399
20494,-658
20495,-638
20496,-623
20497,-688
20498,-595
20499,-794
20500,-366
20501,-429
20502,-816
20503,-268
20504,-511
20505,-549
20506,-305
20507,-632
20508,-267
20509,-332
20510,-271
20511,-10
20512,-429
20513,-343
20514,-82
20515,-285
20516,-359
20517,-181
20518,-67
20519,-200
20520,-33
20521,-200
20522,-120
20523,97
20524,-70
20525,82
20526,-140
20527,-102
20528,4
20529,-154
20530,-15
20531,36
20532,-25
20533,36
20534,127
20535,226
20536,165
20537,91
20538,374
20539,464
20540,253
20541,459
20542,791
20543,809
20544,1006
20545,1116
20546,1126
20547,1283
20548,1196
20549,1278
20550,1312
20551,1058
20552,1344
20553,1294
20554,1089
20555,1323
20556,932
20557,999
20558,1181
20559,820
20560,896
20561,870
20562,655
20563,745
20564,682
20565,792
20566,638
20567,627
20568,899
20569,881
20570,891
20571,988
20572,1103
20573,1117
20574,1073
20575,1192
20576,1253
20577,1067
20578,1040
20579,1095
20580,973
20581,829
20582,710
20583,820
20584,961
20585,562
20586,488
20587,593
20588,620
20589,474
20590,385
20591,509
20592,147
20593,113
20594,53
20595,-8
20596,-268
20597,-489
20598,-479
20599,-762
20600,-608
20601,-997
20602,-1286
20603,-771
20604,-982
20605,-1194
20606,-1159
20607,-1396
20608,-1499
20609,-1643
20610,-1744
20611,-1402
20612,-1555
20613,-1810
20614,-1468
20615,-1723
20616,-1926
20617,-1732
20618,-1709
20619,-1835
20620,-1722
20621,-1641
20622,-1919
20623,-1870
20624,-1675
20625,-1865
20626,-2024
20627,-1724
20628,-1716
20629,-1587
20630,-1495
20631,-1711
20632,-1461
20633,-1312
20634,-1493
20635,-1213
20636,-1140
20637,-1487
20638,-1398
20639,-1295
20640,-1489
20641,-1417
20642,-1188
20643,-1229
20644,-1332
20645,-1095
20646,-781
20647,-891
20648,-795
20649,-348
20650,-592
20651,-620
20652,-259
20653,-380
20654,-342
20655,-377
20656,-763
20657,-898
20658,-559
20659,-609
20660,-1108
20661,-1780
20662,-3045
20663,-4500
20664,-4906
20665,-3678
20666,-1478
20667,847
20668,2394
20669,2907
20670,2575
20671,2152
20672,1987
20673,1567
20674,2046
20675,3604
20676,5468
20677,8120
20678,10335
20679,11891
20680,13902
20681,15350
20682,16197
20683,16621
20684,15845
20685,14834
20686,13567
20687,11758
20688,9842
20689,7457
20690,4620
20691,2181
20692,-139
20693,-2631
20694,-4670
20695,-6737
20696,-8173
20697,-8708
20698,-8765
20699,-8470
20700,-8003
20701,-7637
20702,-7176
20703,-6912
20704,-7108
20705,-7021
20706,-7058
20707,-7653
20708,-8150
20709,-8423
20710,-8778
20711,-8871
20712,-8773
20713,-8396
20714,-7735
20715,-7550
20716,-6270
20717,-4643
20718,-3948
20719,-2378
20720,-635
20721,484
20722,1788
20723,2783
20724,3675
20725,4267
20726,4321
20727,4696
20728,4681
20729,4059
20730,3994
20731,4059
20732,3449
20733,2833
20734,2384
20735,2262
20736,2227
20737,1971
20738,1735
20739,1546
20740,1330
20741,1005
20742,850
20743,691
20744,344
20745,96
20746,-201
20747,-432
20748,-513
20749,-611
20750,-849
20751,-719
20752,-635
20753,-456
20754,-127
20755,98
20756,519
20757,587
20758,739
20759,748
20760,148
20761,-317
20762,-1301
20763,-2496
20764,-3665
20765,-4839
20766,-5901
20767,-6721
20768,-6898
20769,-6826
20770,-6537
20771,-6250
20772,-5874
20773,-5504
20774,-5161
20775,-4431
20776,-3927
20777,-3084
20778,-2335
20779,-1845
20780,-1101
20781,-566
20782,260
20783,1051
20784,1764
20785,2738
20786,3239
20787,3823
20788,4340
20789,4541
20790,4803
20791,4706
20792,4489
20793,4480
20794,4238
20795,3848
20796,3480
20797,3274
20798,3239
20799,2921
20800,2589
20801,2289
20802,2113
20803,1796
20804,1697
20805,1688
20806,1380
20807,1429
20808,1573
20809,1526
20810,1483
20811,1513
20812,1676
20813,1795
20814,1756
20815,1840
20816,2016
20817,1951
20818,1902
20819,1909
20820,1828
20821,1627
20822,1489
20823,1424
20824,1304
20825,1125
20826,747
20827,697
20828,831
20829,569
20830,499
20831,453
20832,265
20833,404
20834,420
20835,242
20836,283
20837,287
20838,328
20839,221
20840,225
20841,251
20842,100
20843,122
20844,-147
20845,-268
20846,-256
20847,-697
20848,-685
20849,-675
20850,-966
20851,-1133
20852,-1255
20853,-1220
20854,-1185
20855,-1461
20856,-1638
20857,-1353
20858,-1256
20859,-1515
20860,-1533
20861,-1459
20862,-1437
20863,-1576
20864,-1582
20865,-1434
20866,-1595
20867,-1611
20868,-1486
20869,-1668
20870,-1651
20871,-1613
20872,-1568
20873,-1466
20874,-1436
20875,-1127
20876,-1216
20877,-1220
20878,-915
20879,-832
20880,-724
20881,-614
20882,-466
20883,-325
20884,-282
20885,-289
20886,-254
20887,-115
20888,-71
20889,5
20890,73
20891,94
20892,249
20893,295
20894,467
20895,657
20896,551
20897,688
20898,841
20899,674
20900,717
20901,880
20902,901
20903,832
20904,962
20905,964
20906,943
20907,1199
20908,1048
20909,1143
20910,1388
20911,1180
20912,1198
20913,1112
20914,1044
20915,1157
20916,1034
20917,981
20918,1011
20919,1022
20920,1139
20921,859
20922,757
20923,1093
20924,927
20925,724
20926,738
20927,711
20928,804
20929,766
20930,714
20931,802
20932,626
20933,614
20934,630
20935,331
20936,356
20937,239
20938,78
20939,267
20940,135
20941,-99
20942,44
20943,-18
20944,-55
20945,71
20946,-101
20947,72
20948,122
20949,-82
20950,159
20951,246
20952,40
20953,36
20954,136
20955,10
20956,53
20957,28
20958,-54
20959,123
20960,4
20961,-99
20962,-87
20963,-34
20964,20
20965,-81
20966,-130
20967,-223
20968,-183
20969,-149
20970,-223
20971,-195
20972,-343
20973,-258
20974,-285
20975,-433
20976,-340
20977,-509
20978,-653
20979,-681
20980,-724
20981,-823
20982,-774
20983,-742
20984,-837
20985,-837
20986,-868
20987,-779
20988,-887
20989,-923
20990,-742
20991,-832
20992,-745
20993,-595
20994,-754
20995,-813
20996,-667
20997,-761
20998,-857
20999,-886
21000,-931
21001,-795
21002,-841
21003,-818
21004,-822
21005,-909
21006,-852
21007,-786
21008,-767
21009,-471
21010,-390
21011,-568
21012,-472
21013,-393
21014,-662
21015,-791
21016,-719
21017,-1012
21018,-964
21019,-825
21020,-992
21021,-1018
21022,-1067
21023,-1028
21024,-1041
21025,-1082
21026,-1051
21027,-933
21028,-1030
21029,-953
21030,-826
21031,-995
21032,-867
21033,-823
21034,-720
21035,-624
21036,-719
21037,-623
21038,-660
21039,-764
21040,-662
21041,-647
21042,-727
21043,-536
21044,-359
21045,-350
21046,-363
21047,-193
21048,42
21049,258
21050,314
21051,219
21052,399
21053,449
21054,391
21055,534
21056,470
21057,591
21058,862
21059,673
21060,714
21061,777
21062,607
21063,686
21064,690
21065,617
21066,530
21067,459
21068,516
21069,482
21070,554
21071,534
21072,359
21073,286
21074,286
21075,169
21076,7
21077,-38
21078,-21
21079,-95
21080,-303
21081,-130
21082,-171
21083,-191
21084,-177
21085,-259
21086,-276
21087,-270
21088,-235
21089,-407
21090,-492
21091,-595
21092,-687
21093,-707
21094,-653
21095,-589
21096,-754
21097,-820
21098,-799
21099,-879
21100,-814
21101,-772
21102,-774
21103,-653
21104,-634
21105,-629
21106,-695
21107,-638
21108,-412
21109,-513
21110,-482
21111,-406
21112,-338
21113,-184
21114,-168
21115,-195
21116,-116
21117,-149
21118,-276
21119,-233
21120,-239
21121,-386
21122,-377
21123,-453
21124,-457
21125,-464
21126,-704
21127,-668
21128,-706
21129,-816
21130,-894
21131,-1116
21132,-1391
21133,-1403
21134,-1306
21135,-1399
21136,-1613
21137,-1481
21138,-1376
21139,-1415
21140,-1308
21141,-1374
21142,-1336
21143,-1284
21144,-1358
21145,-1212
21146,-1194
21147,-1155
21148,-940
21149,-810
21150,-718
21151,-613
21152,-468
21153,-379
21154,-254
21155,-180
21156,-72
21157,142
21158,224
21159,281
21160,511
21161,557
21162,473
21163,616
21164,725
21165,718
21166,646
21167,685
21168,697
21169,674
21170,644
21171,509
21172,519
21173,516
21174,200
21175,38
21176,14
21177,-58
21178,-117
21179,-155
21180,-58
21181,-40
21182,-55
21183,169
21184,247
21185,195
21186,235
21187,177
21188,236
21189,296
21190,256
21191,208
21192,220
21193,317
21194,451
21195,465
21196,468
21197,647
21198,896
21199,921
21200,964
21201,1019
21202,1080
21203,1075
21204,1188
21205,1177
21206,1200
21207,1315
21208,1414
21209,1435
21210,1519
21211,1473
21212,1446
21213,1527
21214,1505
21215,1382
21216,1164
21217,1395
21218,1603
21219,1372
21220,1390
21221,1588
21222,1521
21223,1444
21224,1386
21225,1269
21226,1178
21227,1231
21228,1396
21229,1342
21230,1228
21231,1157
21232,1205
21233,1211
21234,1129
21235,1082
21236,974
21237,1087
21238,1070
21239,986
21240,1053
21241,798
21242,774
21243,891
21244,877
21245,1061
21246,1031
21247,826
21248,866
21249,861
21250,754
21251,623
21252,656
21253,685
21254,541
21255,516
21256,353
21257,326
21258,260
21259,170
21260,105
21261,-64
21262,-80
21263,-171
21264,-154
21265,-168
21266,-323
21267,-253
21268,-241
21269,-448
21270,-403
21271,-367
21272,-518
21273,-708
21274,-738
21275,-784
21276,-993
21277,-1021
21278,-924
21279,-1000
21280,-954
21281,-1012
21282,-1144
21283,-1188
21284,-1123
21285,-1096
21286,-1316
21287,-1537
21288,-1209
21289,-775
21290,-635
21291,-445
21292,-487
21293,-405
21294,147
21295,257
21296,286
21297,712
21298,781
21299,627
21300,608
21301,626
21302,662
21303,607
21304,583
21305,493
21306,458
21307,591
21308,387
21309,-174
21310,12
21311,260
21312,279
21313,300
21314,97
21315,77
21316,28
21317,-131
21318,-56
21319,320
21320,-50
21321,-753
21322,-186
21323,235
21324,65
21325,2
21326,-320
21327,-471
21328,-266
21329,-389
21330,-557
21331,-365
21332,-366
21333,-481
21334,-324
21335,-331
21336,-583
21337,-591
21338,-230
21339,-104
21340,-47
21341,-93
21342,-183
21343,-204
21344,-103
21345,9
21346,-77
21347,-148
21348,-182
21349,-280
21350,45
21351,211
21352,86
21353,110
21354,69
21355,-13
21356,-134
21357,19
21358,170
21359,90
21360,155
21361,12
21362,86
21363,328
21364,333
21365,415
21366,414
21367,524
21368,487
21369,410
21370,709
21371,660
21372,721
21373,902
21374,777
21375,898
21376,1146
21377,1498
21378,1453
21379,244
21380,205
21381,1526
21382,2017
21383,1621
21384,1274
21385,1208
21386,998
21387,995
21388,1412
21389,1311
21390,1159
21391,1356
21392,1063
21393,880
21394,1193
21395,1040
21396,714
21397,967
21398,970
21399,714
21400,740
21401,674
21402,617
21403,587
21404,480
21405,477
21406,394
21407,425
21408,-27
21409,-733
21410,-215
21411,168
21412,57
21413,9
21414,36
21415,-61
21416,-151
21417,-65
21418,-189
21419,-208
21420,-5
21421,-77
21422,-218
21423,-398
21424,-452
21425,-313
21426,-407
21427,-375
21428,-218
21429,-381
21430,-552
21431,-668
21432,-652
21433,-523
21434,-493
21435,-569
21436,-699
21437,-984
21438,-975
21439,-653
21440,-594
21441,-698
21442,-853
21443,-978
21444,-1027
21445,-1112
21446,-1113
21447,-1194
21448,-1221
21449,-1190
21450,-1282
21451,-1346
21452,-1356
21453,-1271
21454,-1209
21455,-1075
21456,-1098
21457,-1094
21458,-970
21459,-801
21460,-828
21461,-828
21462,-629
21463,-599
21464,-532
21465,-488
21466,-611
21467,-589
21468,-574
21469,-735
21470,-736
21471,-648
21472,-715
21473,-796
21474,-888
21475,-871
21476,-893
21477,-958
21478,-814
21479,-793
21480,-821
21481,-764
21482,-822
21483,-780
21484,-558
21485,-514
21486,-627
21487,-659
21488,-533
21489,-526
21490,-602
21491,-454
21492,-375
21493,-352
21494,-393
21495,-403
21496,-258
21497,-225
21498,-81
21499,80
21500,106
21501,234
21502,301
21503,377
21504,568
21505,668
21506,706
21507,828
21508,934
21509,1148
21510,1206
21511,1105
21512,1276
21513,1421
21514,1377
21515,1530
21516,1492
21517,1408
21518,1509
21519,1429
21520,1540
21521,1513
21522,1408
21523,1462
21524,1395
21525,1245
21526,1137
21527,1250
21528,1369
21529,1259
21530,1102
21531,1205
21532,1265
21533,1196
21534,1129
21535,1228
21536,1278
21537,1024
21538,879
21539,674
21540,480
21541,340
21542,191
21543,24
21544,-202
21545,-399
21546,-680
21547,-905
21548,-778
21549,-841
21550,-1112
21551,-1193
21552,-1287
21553,-1394
21554,-1432
21555,-1477
21556,-1616
21557,-1524
21558,-1361
21559,-1363
21560,-1391
21561,-1583
21562,-1472
21563,-1516
21564,-1595
21565,-1415
21566,-1642
21567,-1584
21568,-1489
21569,-1576
21570,-1518
21571,-1433
21572,-1216
21573,-1225
21574,-1422
21575,-1387
21576,-1025
21577,-669
21578,-616
21579,-867
21580,-1290
21581,-1675
21582,-1684
21583,-1401
21584,-1455
21585,-1484
21586,-1658
21587,-1964
21588,-1708
21589,-1172
21590,-717
21591,-999
21592,-2251
21593,-3474
21594,-4439
21595,-4701
21596,-4233
21597,-3742
21598,-3254
21599,-3050
21600,-2950
21601,-2846
21602,-3217
21603,-3716
21604,-4763
21605,-6184
21606,-7013
21607,-7167
21608,-6969
21609,-6747
21610,-6203
21611,-5717
21612,-5106
21613,-4046
21614,-2624
21615,-846
21616,840
21617,2535
21618,4148
21619,5531
21620,6567
21621,7577
21622,8634
21623,9494
21624,10474
21625,11332
21626,11744
21627,11940
21628,11917
21629,11452
21630,10870
21631,10151
21632,9216
21633,8325
21634,7529
21635,6681
21636,5764
21637,4645
21638,3510
21639,2250
21640,965
21641,-301
21642,-1418
21643,-1920
21644,-2409
21645,-3738
21646,-5657
21647,-7368
21648,-8731
21649,-10195
21650,-11327
21651,-12012
21652,-12207
21653,-11939
21654,-11474
21655,-11006
21656,-10461
21657,-9157
21658,-7035
21659,-3874
21660,-3
21661,4083
21662,7613
21663,10053
21664,12458
21665,15396
21666,18781
21667,22348
21668,24040
21669,23351
21670,22113
21671,21222
21672,20830
21673,20986
21674,20947
21675,20877
21676,21066
21677,21135
21678,20632
21679,19229
21680,17513
21681,15840
21682,13752
21683,10565
21684,6208
21685,1399
21686,-3637
21687,-7948
21688,-11235
21689,-13914
21690,-16065
21691,-18046
21692,-19699
21693,-21141
21694,-22224
21695,-22551
21696,-22638
21697,-22458
21698,-21820
21699,-21460
21700,-20870
21701,-19954
21702,-18852
21703,-17492
21704,-15905
21705,-14358
21706,-13112
21707,-11605
21708,-10133
21709,-8827
21710,-7278
21711,-5890
21712,-4437
21713,-2931
21714,-1724
21715,-433
21716,670
21717,1654
21718,2797
21719,3718
21720,4631
21721,5680
21722,6453
21723,6916
21724,7236
21725,7501
21726,7814
21727,7917
21728,7846
21729,7867
21730,7501
21731,6829
21732,6031
21733,5156
21734,4100
21735,2626
21736,1009
21737,-552
21738,-2152
21739,-3704
21740,-5146
21741,-6641
21742,-7924
21743,-8902
21744,-9720
21745,-10453
21746,-10936
21747,-11093
21748,-11169
21749,-10968
21750,-10663
21751,-10284
21752,-9595
21753,-8834
21754,-7990
21755,-6982
21756,-6020
21757,-4995
21758,-3974
21759,-3162
21760,-2299
21761,-1354
21762,-664
21763,-193
21764,238
21765,354
21766,349
21767,585
21768,753
21769,782
21770,960
21771,1064
21772,902
21773,1061
21774,1101
21775,955
21776,1066
21777,1268
21778,1209
21779,1156
21780,1299
21781,1291
21782,1669
21783,1914
21784,1972
21785,2134
21786,2102
21787,2119
21788,2260
21789,2403
21790,2401
21791,2377
21792,2513
21793,2482
21794,2456
21795,2530
21796,2446
21797,2478
21798,2785
21799,2828
21800,2738
21801,2727
21802,2808
21803,2904
21804,3105
21805,3091
21806,3063
21807,3325
21808,3276
21809,3050
21810,2835
21811,2375
21812,1834
21813,1679
21814,2620
21815,3167
21816,2600
21817,1807
21818,1297
21819,1281
21820,1916
21821,2651
21822,2363
21823,1861
21824,1694
21825,1603
21826,1458
21827,1418
21828,1445
21829,1339
21830,1183
21831,1028
21832,945
21833,829
21834,1025
21835,1036
21836,935
21837,1150
21838,1132
21839,968
21840,922
21841,874
21842,851
21843,857
21844,890
21845,1017
21846,1035
21847,1026
21848,1011
21849,1113
21850,1095
21851,1041
21852,1113
21853,1229
21854,1225
21855,1198
21856,1196
21857,1249
21858,1350
21859,1455
21860,1503
21861,1556
21862,1708
21863,1766
21864,1711
21865,1771
21866,1726
21867,1671
21868,1794
21869,1655
21870,1540
21871,1483
21872,1361
21873,1299
21874,1221
21875,933
21876,667
21877,565
21878,437
21879,345
21880,180
21881,37
21882,-1
21883,-128
21884,-351
21885,-395
21886,-579
21887,-735
21888,-681
21889,-601
21890,-468
21891,-362
21892,-305
21893,-79
21894,210
21895,263
21896,404
21897,601
21898,696
21899,888
21900,1090
21901,1186
21902,1240
21903,1384
21904,1511
21905,1546
21906,1386
21907,1363
21908,1473
21909,1299
21910,1182
21911,1178
21912,942
21913,757
21914,629
21915,484
21916,411
21917,211
21918,60
21919,-36
21920,-257
21921,-353
21922,-506
21923,-481
21924,-411
21925,-513
21926,-633
21927,-532
21928,-476
21929,-248
21930,-106
21931,-212
21932,-19
21933,116
21934,-16
21935,-49
21936,-61
21937,-21
21938,64
21939,23
21940,85
21941,131
21942,196
21943,329
21944,340
21945,415
21946,374
21947,425
21948,581
21949,612
21950,503
21951,575
21952,701
21953,541
21954,530
21955,461
21956,219
21957,91
21958,109
21959,14
21960,-181
21961,-272
21962,-336
21963,-386
21964,-373
21965,-385
21966,-499
21967,-534
21968,-543
21969,-603
21970,-685
21971,-731
21972,-709
21973,-732
21974,-688
21975,-625
21976,-621
21977,-408
21978,-460
21979,-554
21980,-433
21981,-281
21982,-7
21983,173
21984,56
21985,-450
21986,-750
21987,-614
21988,-545
21989,-488
21990,-460
21991,-766
21992,-940
21993,-866
21994,-686
21995,-688
21996,-771
21997,-804
21998,-1017
21999,-1140
22000,-1142
22001,-1187
22002,-1353
22003,-1325
22004,-1303
22005,-1210
22006,-1235
22007,-1252
22008,-1204
22009,-1220
22010,-1129
22011,-1206
22012,-1085
22013,-975
22014,-1029
22015,-962
22016,-1033
22017,-998
22018,-913
22019,-883
22020,-972
22021,-1125
22022,-1169
22023,-1391
22024,-1505
22025,-1506
22026,-1554
22027,-1608
22028,-1590
22029,-1655
22030,-1882
22031,-1952
22032,-2037
22033,-2100
22034,-2033
22035,-1935
22036,-1985
22037,-1934
22038,-1655
22039,-1566
22040,-1415
22041,-1189
22042,-1022
22043,-730
22044,-546
22045,-519
22046,-443
22047,-238
22048,-148
22049,-118
22050,-57
22051,-157
22052,-161
22053,-112
22054,-117
22055,-94
22056,-426
22057,-565
22058,-549
22059,-762
22060,-837
22061,-915
22062,-1000
22063,-993
22064,-961
22065,-1027
22066,-1075
22067,-1071
22068,-1028
22069,-942
22070,-896
22071,-887
22072,-846
22073,-855
22074,-778
22075,-732
22076,-755
22077,-579
22078,-497
22079,-432
22080,-331
22081,-444
22082,-410
22083,-271
22084,-191
22085,-131
22086,-237
22087,-174
22088,-95
22089,-128
22090,-23
22091,11
22092,189
22093,298
22094,401
22095,589
22096,556
22097,511
22098,624
22099,589
22100,537
22101,494
22102,491
22103,574
22104,621
22105,682
22106,640
22107,698
22108,874
22109,900
22110,1014
22111,1056
22112,1077
22113,1250
22114,1175
22115,1119
22116,1319
22117,1319
22118,1201
22119,1281
22120,1316
22121,1370
22122,1468
22123,1524
22124,1655
22125,1531
22126,1357
22127,1482
22128,1496
22129,1472
22130,1460
22131,1295
22132,1290
22133,1229
22134,1159
22135,1163
22136,1064
22137,1062
22138,981
22139,873
22140,871
22141,783
22142,654
22143,763
22144,821
22145,656
22146,644
22147,622
22148,624
22149,624
22150,664
22151,588
22152,640
22153,698
22154,503
22155,495
22156,405
22157,360
22158,439
22159,309
22160,148
22161,130
22162,-48
22163,-72
22164,-89
22165,-241
22166,-149
22167,-180
22168,-239
22169,-220
22170,-354
22171,-270
22172,-212
22173,-153
22174,23
22175,-54
22176,-67
22177,19
22178,85
22179,104
22180,45
22181,-47
22182,-7
22183,3
22184,-96
22185,-4
22186,-63
22187,-71
22188,-73
22189,-82
22190,-35
22191,-100
22192,-60
22193,-50
22194,-159
22195,-170
22196,-188
22197,-225
22198,-180
22199,-243
22200,-317
22201,-385
22202,-506
22203,-507
22204,-535
22205,-596
22206,-705
22207,-721
22208,-682
22209,-654
22210,-556
22211,-644
22212,-632
22213,-469
22214,-411
22215,-303
22216,-334
22217,-336
22218,-110
22219,-82
22220,-187
22221,-77
22222,34
22223,0
22224,67
22225,71
22226,-57
22227,39
22228,68
22229,-108
22230,-65
22231,-45
22232,-168
22233,-214
22234,-199
22235,-234
22236,-397
22237,-400
22238,-451
22239,-489
22240,-411
22241,-566
22242,-514
22243,-414
22244,-504
22245,-447
22246,-325
22247,-308
22248,-309
22249,-241
22250,-222
22251,-407
22252,-362
22253,-235
22254,-341
22255,-324
22256,-261
22257,-294
22258,-219
22259,-217
22260,-184
22261,-104
22262,-41
22263,50
22264,212
22265,376
22266,285
22267,460
22268,611
22269,583
22270,632
22271,486
22272,593
22273,654
22274,617
22275,635
22276,224
22277,364
22278,545
22279,289
22280,369
22281,299
22282,236
22283,218
22284,140
22285,130
22286,-19
22287,-7
22288,78
22289,69
22290,24
22291,-29
22292,-125
22293,-194
22294,-308
22295,-221
22296,-255
22297,-378
22298,-300
22299,-356
22300,-392
22301,-381
22302,-333
22303,-205
22304,-278
22305,-422
22306,-390
22307,-485
22308,-590
22309,-618
22310,-711
22311,-827
22312,-836
22313,-851
22314,-918
22315,-835
22316,-942
22317,-1008
22318,-898
22319,-945
22320,-984
22321,-966
22322,-948
22323,-905
22324,-826
22325,-788
22326,-856
22327,-767
22328,-591
22329,-632
22330,-552
22331,-411
22332,-341
22333,-368
22334,-264
22335,-205
22336,-210
22337,-155
22338,-314
22339,-326
22340,2
22341,-37
22342,-53
22343,5
22344,-47
22345,14
22346,24
22347,48
22348,58
22349,176
22350,277
22351,105
22352,130
22353,212
22354,134
22355,173
22356,29
22357,-48
22358,-16
22359,-176
22360,-247
22361,-240
22362,-319
22363,-330
22364,-269
22365,-194
22366,-225
22367,-108
22368,49
22369,125
22370,238
22371,181
22372,225
22373,338
22374,367
22375,390
22376,317
22377,349
22378,362
22379,414
22380,528
22381,509
22382,523
22383,639
22384,725
22385,857
22386,787
22387,714
22388,848
22389,800
22390,788
22391,745
22392,698
22393,801
22394,759
22395,787
22396,704
22397,665
22398,771
22399,709
22400,528
22401,315
22402,385
22403,313
22404,82
22405,98
22406,-37
22407,2
22408,12
22409,82
22410,143
22411,-29
22412,-61
22413,-19
22414,-32
22415,-94
22416,-230
22417,-338
22418,-361
22419,-400
22420,-383
22421,-517
22422,-480
22423,-478
22424,-626
22425,-429
22426,-535
22427,-642
22428,-479
22429,-675
22430,-747
22431,-689
22432,-740
22433,-701
22434,-601
22435,-772
22436,-750
22437,-685
22438,-842
22439,-704
22440,-699
22441,-742
22442,-734
22443,-758
22444,-751
22445,-816
22446,-772
22447,-585
22448,-532
22449,-540
22450,-377
22451,-429
22452,-298
22453,-296
22454,-395
22455,-136
22456,-244
22457,-349
22458,-345
22459,-335
22460,-191
22461,-274
22462,-228
22463,-232
22464,-238
22465,-255
22466,-313
22467,-273
22468,-277
22469,-262
22470,-48
22471,-222
22472,-336
22473,-164
22474,-213
22475,-269
22476,-348
22477,-271
22478,-236
22479,-297
22480,-207
22481,-88
22482,-95
22483,-148
22484,-86
22485,18
22486,52
22487,90
22488,196
22489,324
22490,331
22491,408
22492,388
22493,413
22494,611
22495,688
22496,587
22497,576
22498,555
22499,342
22500,350
22501,274
22502,171
22503,213
22504,213
22505,42
22506,-222
22507,18
22508,193
22509,132
22510,111
22511,-31
22512,-63
22513,-120
22514,-212
22515,-124
22516,-184
22517,-230
22518,-343
22519,-488
22520,-468
22521,-480
22522,-566
22523,-654
22524,-563
22525,-671
22526,-930
22527,-965
22528,-862
22529,-955
22530,-1101
22531,-1148
22532,-1196
22533,-1097
22534,-1086
22535,-979
22536,-892
22537,-1023
22538,-945
22539,-913
22540,-831
22541,-711
22542,-948
22543,-1098
22544,-857
22545,-855
22546,-1236
22547,-1174
22548,-803
22549,-746
22550,-692
22551,-850
22552,-923
22553,-720
22554,-634
22555,-438
22556,-349
22557,-880
22558,-950
22559,-433
22560,-428
22561,-453
22562,-558
22563,-601
22564,-207
22565,-129
22566,-381
22567,-140
22568,205
22569,9
22570,-61
22571,48
22572,-25
22573,48
22574,61
22575,-28
22576,-6
22577,188
22578,133
22579,-7
22580,-83
22581,-635
22582,-983
22583,-1139
22584,-1906
22585,-2431
22586,-2534
22587,-2778
22588,-3155
22589,-3808
22590,-3833
22591,-3201
